,Movie Title,Certification,Runtime,Rating,Release Year,Metascore
543,Deep Impact,PG-13,120,6.2,1998,40
544,Unbreakable,PG-13,106,7.3,2000,62
545,Manhunter,R,120,7.2,1986,75
546,Mission: Impossible - Ghost Protocol,PG-13,132,7.4,2011,73
547,Sweetheart,PG-13,82,5.7,2019,
548,Mean Streets,R,112,7.3,1973,96
549,Street Fighter,PG-13,102,3.9,1994,
550,Beverly Hills Cop,R,105,7.3,1984,66
551,What Happened to Monday,TV-MA,123,6.9,2017,47
552,Panic Room,R,112,6.8,2002,65
553,The Towering Inferno,PG,165,6.9,1974,69
554,The Body,,108,7.6,2012,
555,Deliver Us from Evil,R,118,6.2,2014,40
556,A Good Marriage,R,102,5.2,2014,43
557,Brick,R,110,7.3,2005,72
558,The Mummy Returns,PG-13,130,6.3,2001,48
559,They Live,R,94,7.3,1988,54
560,The Captive,R,112,5.9,2014,36
561,Waiting for Anya,,109,5.2,2020,39
562,Paradise Hills,TV-14,95,5.9,2019,50
563,The Secret in Their Eyes,R,129,8.2,2009,80
564,The Next Three Days,PG-13,133,7.4,2010,52
565,Suburbicon,R,105,5.7,2017,42
566,Replicas,PG-13,107,5.5,2018,19
567,Jack Reacher: Never Go Back,PG-13,118,6.1,2016,47
568,True Story,R,99,6.3,2015,50
569,Grand Isle,,97,4.5,2019,29
570,Poseidon,PG-13,98,5.6,2006,50
571,xXx: Return of Xander Cage,PG-13,107,5.2,2017,42
572,Inside Man,R,129,7.6,2006,76
573,Source Code,PG-13,93,7.5,2011,74
574,Earthquake Bird,R,107,5.9,2019,51
575,The Abyss,PG-13,171,7.6,1989,62
576,Allied,R,124,7.1,2016,60
577,Strange Days,R,145,7.2,1995,66
578,Dark City,R,100,7.6,1998,66
579,Terminal,Not Rated,95,5.3,2018,27
580,Taken 3,PG-13,108,6.0,2014,26
581,Predators,R,107,6.4,2010,51
582,A Time to Kill,R,149,7.5,1996,54
583,Unfaithful,R,124,6.7,2002,63
584,The Expendables,R,103,6.5,2010,45
585,Patriot Games,R,117,6.9,1992,64
586,Akira,R,124,8.0,1988,
587,Tomorrow Never Dies,PG-13,119,6.5,1997,52
588,Kick-Ass 2,R,103,6.5,2013,41
